id,path,line,source,kind,text,context,confidence,surface,language,word_count,has_sentence_punct,scope,a7_candidate,long_words_13_letters,plain_word_review,abbreviation_review,verdict
2389,web/src/desk/pullouts/ThoughtContextPicker.tsx,174,web/src/desk/pullouts/ThoughtContextPicker.tsx:174,jsx-text,Choose what AI may use for this Thought.,JSX text,static,rendered,words,8,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
2395,web/src/desk/pullouts/ThoughtContextPicker.tsx,176,web/src/desk/pullouts/ThoughtContextPicker.tsx:176,jsx-text,Attach context to use it by default.,JSX text,static,rendered,words,7,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
2412,web/src/desk/pullouts/ThoughtContextPicker.tsx,187,web/src/desk/pullouts/ThoughtContextPicker.tsx:187,jsx-expression-string,Unavailable,JSX expression,static,rendered,words,1,False,source,False,[],"[{""word"": ""Unavailable"", ""syllables_estimate"": 5, ""plain_candidate"": ""not available""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
2427,web/src/desk/pullouts/ThoughtContextPicker.tsx,198,web/src/desk/pullouts/ThoughtContextPicker.tsx:198,jsx-text,No pinned or recent context yet.,JSX text,static,rendered,words,6,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
2432,web/src/desk/pullouts/ThoughtContextPicker.tsx,201,web/src/desk/pullouts/ThoughtContextPicker.tsx:201,jsx-text,No matching notes.,JSX text,static,rendered,words,3,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
2657,web/src/desk/pullouts/editors/WorkflowEditor.tsx,90,web/src/desk/pullouts/editors/WorkflowEditor.tsx:90,jsx-attr,Prompt (selected text is substituted at run time),placeholder,static,rendered,words,8,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
2678,web/src/desk/pullouts/shared/CapabilitySection.tsx,173,web/src/desk/pullouts/shared/CapabilitySection.tsx:173,jsx-text,Recovered local run material.,JSX text,static,rendered,words,4,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
2694,web/src/desk/pullouts/views/BriefView.tsx,300,web/src/desk/pullouts/views/BriefView.tsx:300,jsx-attr,No brief generated.,emptylabel,static,rendered,words,3,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
2716,web/src/desk/pullouts/views/BriefView.tsx,448,web/src/desk/pullouts/views/BriefView.tsx:448,jsx-attr,PEOPLE · UNAVAILABLE,label,static,rendered,words,2,False,source,False,[],"[{""word"": ""UNAVAILABLE"", ""syllables_estimate"": 5, ""plain_candidate"": ""not available""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
2719,web/src/desk/pullouts/views/BriefView.tsx,475,web/src/desk/pullouts/views/BriefView.tsx:475,jsx-text,Add to 1:1 agenda,JSX text,static,rendered,words,5,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
2757,web/src/desk/pullouts/views/DecisionsView.tsx,265,web/src/desk/pullouts/views/DecisionsView.tsx:265,jsx-text,No meeting-segment quote retained.,JSX text,static,rendered,words,5,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
2764,web/src/desk/pullouts/views/DecisionsView.tsx,278,web/src/desk/pullouts/views/DecisionsView.tsx:278,jsx-text,No affected work linked.,JSX text,static,rendered,words,4,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
2782,web/src/desk/pullouts/views/DecisionsView.tsx,304,web/src/desk/pullouts/views/DecisionsView.tsx:304,jsx-text,No revisions recorded.,JSX text,static,rendered,words,3,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
2793,web/src/desk/pullouts/views/FollowThroughView.tsx,199,web/src/desk/pullouts/views/FollowThroughView.tsx:199,jsx-attr,No overdue follow-through. Other lanes hold work.,emptylabel,static,rendered,words,8,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
2824,web/src/desk/pullouts/views/FollowThroughView.tsx,285,web/src/desk/pullouts/views/FollowThroughView.tsx:285,jsx-expression-string,Source moment unavailable,JSX expression,static,rendered,words,3,False,source,False,[],"[{""word"": ""unavailable"", ""syllables_estimate"": 5, ""plain_candidate"": ""not available""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
2825,web/src/desk/pullouts/views/FollowThroughView.tsx,289,web/src/desk/pullouts/views/FollowThroughView.tsx:289,jsx-text,SOURCE MOMENT UNAVAILABLE,JSX text,static,rendered,words,3,False,source,False,[],"[{""word"": ""UNAVAILABLE"", ""syllables_estimate"": 5, ""plain_candidate"": ""not available""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
2845,web/src/desk/surface/LedgerFilter.tsx,117,web/src/desk/surface/LedgerFilter.tsx:117,jsx-attr,Filter...,placeholder,static,rendered,words,1,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
2912,web/src/desk/surface/Surface.tsx,503,web/src/desk/surface/Surface.tsx:503,jsx-expression-string,STRIPPED · RAW UNAVAILABLE,JSX expression,static,rendered,words,3,False,source,False,[],"[{""word"": ""UNAVAILABLE"", ""syllables_estimate"": 5, ""plain_candidate"": ""not available""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3058,web/src/desk/surface/gadgets.tsx,859,web/src/desk/surface/gadgets.tsx:859,jsx-attr,Rotate?,confirmlabel,static,rendered,words,1,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
