surface_file,jsx_sites,scope,failed_rules,review_rules,library_species_sites,raw_control_sites,direct_css_files,direct_css_literal_records,direct_css_off_type_records,evidence,coverage_note
web/src/desk/components/SessionPullout.tsx,87,consumer/support,T5 U1,A7 D1 D2,27,7,web/src/desk/components/session-pullout.css,48,4,web/src/desk/components/SessionPullout.tsx:308 | web/src/desk/components/SessionPullout.tsx:581 | web/src/desk/components/SessionPullout.tsx:593 | web/src/desk/components/SessionPullout.tsx:614 | web/src/desk/components/SessionPullout.tsx:635 | web/src/desk/components/SessionPullout.tsx:768 | web/src/desk/components/SessionPullout.tsx:470,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/components/SpeakerGlyph.tsx,1,consumer/support,T5 U1,,0,1,,0,0,web/src/desk/components/SpeakerGlyph.tsx:57,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/components/SurfaceWindows.tsx,12,consumer/support,,,0,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/components/SystemShade.tsx,105,consumer/support,,A7 D1 D2,15,0,web/src/desk/components/attention.css,121,3,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/components/ThreadComposer.tsx,28,consumer/support,T5,A7,7,2,,0,0,web/src/desk/components/ThreadComposer.tsx:974 | web/src/desk/components/ThreadComposer.tsx:1068,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/components/TrustWindow.tsx,17,consumer/support,A6 C4 T3 T5 U1,A7,8,1,,0,0,web/src/desk/components/TrustWindow.tsx:158 | web/src/desk/components/TrustWindow.tsx:61 | web/src/desk/components/TrustWindow.tsx:86,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/components/WhyControl.tsx,1,consumer/support,,U3,1,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/components/WorkbenchAutomations.tsx,41,consumer/support,,A7 U6,13,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/components/WorkbenchResourceful.tsx,33,consumer/support,T5 U1,A7,17,2,,0,0,web/src/desk/components/WorkbenchResourceful.tsx:191 | web/src/desk/components/WorkbenchResourceful.tsx:199,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/components/WorkbenchTemplatePicker.tsx,14,consumer/support,T5 U1,A7,3,2,,0,0,web/src/desk/components/WorkbenchTemplatePicker.tsx:94 | web/src/desk/components/WorkbenchTemplatePicker.tsx:111,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/components/WorkbenchWindow.tsx,142,consumer/support,T5 U1,A7 D1 D2 T4 U3,34,24,web/src/desk/components/workbench-config.css,91,15,web/src/desk/components/WorkbenchWindow.tsx:178 | web/src/desk/components/WorkbenchWindow.tsx:319 | web/src/desk/components/WorkbenchWindow.tsx:422 | web/src/desk/components/WorkbenchWindow.tsx:431 | web/src/desk/components/WorkbenchWindow.tsx:440 | web/src/desk/components/WorkbenchWindow.tsx:449 | web/src/desk/components/WorkbenchWindow.tsx:465 | web/src/desk/components/WorkbenchWindow.tsx:539 | web/src/desk/components/WorkbenchWindow.tsx:717 | web/src/desk/components/WorkbenchWindow.tsx:782 | web/src/desk/components/WorkbenchWindow.tsx:865 | web/src/desk/components/WorkbenchWindow.tsx:876 | web/src/desk/components/WorkbenchWindow.tsx:887 | web/src/desk/components/WorkbenchWindow.tsx:897 | web/src/desk/components/WorkbenchWindow.tsx:906 | web/src/desk/components/WorkbenchWindow.tsx:915 | web/src/desk/components/WorkbenchWindow.tsx:1490 | web/src/desk/components/WorkbenchWindow.tsx:1621 | web/src/desk/components/WorkbenchWindow.tsx:1628 | web/src/desk/components/WorkbenchWindow.tsx:1646 | web/src/desk/components/WorkbenchWindow.tsx:1781 | web/src/desk/components/WorkbenchWindow.tsx:1790 | web/src/desk/components/WorkbenchWindow.tsx:1870 | web/src/desk/components/WorkbenchWindow.tsx:1704,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/components/ZoneWindow.tsx,16,consumer/support,T5 U1,,3,2,,0,0,web/src/desk/components/ZoneWindow.tsx:139 | web/src/desk/components/ZoneWindow.tsx:175,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/components/window/Dock.tsx,27,consumer/support,T5 U1,,0,7,,0,0,web/src/desk/components/window/Dock.tsx:124 | web/src/desk/components/window/Dock.tsx:177 | web/src/desk/components/window/Dock.tsx:197 | web/src/desk/components/window/Dock.tsx:241 | web/src/desk/components/window/Dock.tsx:269 | web/src/desk/components/window/Dock.tsx:282 | web/src/desk/components/window/Dock.tsx:291,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/components/window/Expose.tsx,5,consumer/support,T5 U1,,0,1,,0,0,web/src/desk/components/window/Expose.tsx:124,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/components/window/RoomActions.tsx,7,consumer/support,,,2,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/components/window/ShortcutSheet.tsx,7,consumer/support,,A7,0,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/components/window/SnapGhost.tsx,1,consumer/support,,,0,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/components/window/Switcher.tsx,3,consumer/support,,,0,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/components/window/VerbGlyph.tsx,5,consumer/support,,,0,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/components/workbench/WorkbenchRunsWing.tsx,19,consumer/support,,,3,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/gl/Atmosphere.tsx,3,consumer/support,,,0,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/gl/WorldStage.tsx,24,consumer/support,T5 U1,A7,0,4,,0,0,web/src/desk/gl/WorldStage.tsx:264 | web/src/desk/gl/WorldStage.tsx:354 | web/src/desk/gl/WorldStage.tsx:365 | web/src/desk/gl/WorldStage.tsx:444,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/ArtifactPullout.tsx,13,consumer/support,T5 U1,,2,3,,0,0,web/src/desk/pullouts/ArtifactPullout.tsx:38 | web/src/desk/pullouts/ArtifactPullout.tsx:57 | web/src/desk/pullouts/ArtifactPullout.tsx:64,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/ChainPullout.tsx,12,consumer/support,C2 T4 T5 U1,,4,2,,0,0,web/src/desk/pullouts/ChainPullout.tsx:58 | web/src/desk/pullouts/ChainPullout.tsx:67 | web/src/desk/pullouts/ChainPullout.tsx:42-47,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/CoderPullout.tsx,21,consumer/support,T5 U1,A7,5,6,,0,0,web/src/desk/pullouts/CoderPullout.tsx:78 | web/src/desk/pullouts/CoderPullout.tsx:117 | web/src/desk/pullouts/CoderPullout.tsx:147 | web/src/desk/pullouts/CoderPullout.tsx:166 | web/src/desk/pullouts/CoderPullout.tsx:173 | web/src/desk/pullouts/CoderPullout.tsx:109,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/DecisionPullout.tsx,30,consumer/support,,,16,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/DirectoryPullout.tsx,10,consumer/support,T5 U1,,5,1,,0,0,web/src/desk/pullouts/DirectoryPullout.tsx:76,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/FallbackPullout.tsx,3,consumer/support,,,2,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/IntelligencePullout.tsx,18,consumer/support,T5 U1,D1 D2 M10 T4,4,1,web/src/desk/pullouts/intelligence.css,47,13,web/src/desk/pullouts/IntelligencePullout.tsx:37,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/KbPullout.tsx,17,consumer/support,,,10,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/MeetingPullout.tsx,26,consumer/support,T5 U1,A7 U3,4,2,,0,0,web/src/desk/pullouts/MeetingPullout.tsx:179 | web/src/desk/pullouts/MeetingPullout.tsx:188,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/NotePullout.tsx,111,consumer/support,,T4,48,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/PeoplePullout.tsx,6,consumer/support,,,3,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/RecipePullout.tsx,19,consumer/support,,,8,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/ThoughtContextPicker.tsx,49,consumer/support,T5 U1,A7 T4,7,2,,0,0,web/src/desk/pullouts/ThoughtContextPicker.tsx:163 | web/src/desk/pullouts/ThoughtContextPicker.tsx:192,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/ThreadPullout.tsx,195,consumer/support,T5 U1,D1 D2 U3,32,9,web/src/desk/pullouts/thread-pullout.css,277,12,web/src/desk/pullouts/ThreadPullout.tsx:110 | web/src/desk/pullouts/ThreadPullout.tsx:122 | web/src/desk/pullouts/ThreadPullout.tsx:1671 | web/src/desk/pullouts/ThreadPullout.tsx:181 | web/src/desk/pullouts/ThreadPullout.tsx:212 | web/src/desk/pullouts/ThreadPullout.tsx:744 | web/src/desk/pullouts/ThreadPullout.tsx:1649,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/WorkflowPullout.tsx,13,consumer/support,,,5,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/editors/KbEditor.tsx,14,consumer/support,T5 U1,D2,1,2,,0,0,web/src/desk/pullouts/editors/KbEditor.tsx:107 | web/src/desk/pullouts/editors/KbEditor.tsx:114,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/editors/NoteEditor.tsx,15,consumer/support,T5 U1,D2,2,2,,0,0,web/src/desk/pullouts/editors/NoteEditor.tsx:112 | web/src/desk/pullouts/editors/NoteEditor.tsx:119,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/editors/RecipeEditor.tsx,12,consumer/support,T5 U1,,7,1,,0,0,web/src/desk/pullouts/editors/RecipeEditor.tsx:104,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/editors/ThoughtNoteEditor.tsx,5,consumer/support,,,3,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/editors/WorkflowEditor.tsx,13,consumer/support,T5 U1,A7,4,3,,0,0,web/src/desk/pullouts/editors/WorkflowEditor.tsx:94 | web/src/desk/pullouts/editors/WorkflowEditor.tsx:107 | web/src/desk/pullouts/editors/WorkflowEditor.tsx:121,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/shared/CapabilitySection.tsx,19,consumer/support,T5 U1,A7,2,4,,0,0,web/src/desk/pullouts/shared/CapabilitySection.tsx:136 | web/src/desk/pullouts/shared/CapabilitySection.tsx:187 | web/src/desk/pullouts/shared/CapabilitySection.tsx:204 | web/src/desk/pullouts/shared/CapabilitySection.tsx:129,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/shared/ThreadsSection.tsx,4,consumer/support,,,2,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/views/BriefView.tsx,45,consumer/support,T5 U1,A7 T4,12,1,,0,0,web/src/desk/pullouts/views/BriefView.tsx:386,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/views/DecisionsView.tsx,62,consumer/support,,A7,15,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/pullouts/views/FollowThroughView.tsx,31,consumer/support,T5 U1,A7 T4,15,1,,0,0,web/src/desk/pullouts/views/FollowThroughView.tsx:250,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
