file,line,rule,text,scanner_face,confidence
web/src/desk/components/DeskChrome.tsx,41,A1,Raw <button> element (use library Button): <button,DeskChrome,
web/src/desk/components/DeskChrome.tsx,160,A1,Raw <button> element (use library Button): <button,DeskChrome,
web/src/desk/components/DeskCreateMenu.tsx,40,A1,Raw <button> element (use library Button): <button,DeskCreateMenu,
web/src/desk/components/DeskEditor.tsx,330,A1,Raw <button> element (use library Button): <button,DeskEditor,
web/src/desk/components/DeskEditor.tsx,340,A1,Raw <button> element (use library Button): <button,DeskEditor,
web/src/desk/components/DeskEditor.tsx,350,A1,Raw <button> element (use library Button): <button,DeskEditor,
web/src/desk/components/DeskEditor.tsx,360,A1,Raw <button> element (use library Button): <button,DeskEditor,
web/src/desk/components/DeskEditor.tsx,369,A1,Raw <button> element (use library Button): <button,DeskEditor,
web/src/desk/components/DeskEditor.tsx,378,A1,Raw <button> element (use library Button): <button,DeskEditor,
web/src/desk/components/DeskEditor.tsx,387,A1,Raw <button> element (use library Button): <button,DeskEditor,
web/src/desk/components/DeskEditor.tsx,396,A1,Raw <button> element (use library Button): <button,DeskEditor,
web/src/desk/components/DeskEditor.tsx,405,A1,Raw <button> element (use library Button): <button,DeskEditor,
web/src/desk/components/DeskEditor.tsx,414,A1,Raw <button> element (use library Button): <button,DeskEditor,
web/src/desk/components/DeskEditor.tsx,423,A1,Raw <button> element (use library Button): <button,DeskEditor,
web/src/desk/components/DeskFilingStrip.tsx,137,A1,Raw <button> element (use library Button): <button,DeskFilingStrip,
web/src/desk/components/DeskFilingStrip.tsx,165,A1,Raw <button> element (use library Button): <button,DeskFilingStrip,
web/src/desk/components/DeskFilingStrip.tsx,190,A1,Raw <button> element (use library Button): <button,DeskFilingStrip,
web/src/desk/components/DeskFilingStrip.tsx,200,A1,Raw <button> element (use library Button): <button,DeskFilingStrip,
web/src/desk/components/DeskListView.tsx,279,A3-prose,"Prose in <p>/<small> element: ""{countToken(visible.length, ""SHOWN"") || ""EMPTY""} of {objects.length}...""",DeskListView,
web/src/desk/components/DeskMenu.tsx,154,A1,Raw <button> element (use library Button): <button,DeskMenu,
web/src/desk/components/DeskMenu.tsx,322,A1,Raw <button> element (use library Button): <button,DeskMenu,
web/src/desk/components/DeskMenu.tsx,402,A1,Raw <button> element (use library Button): <button,DeskMenu,
web/src/desk/components/DeskMenu.tsx,567,A1,Raw <button> element (use library Button): <button,DeskMenu,
web/src/desk/components/DeskMenu.tsx,603,A3-prose,"Prose helper class (hint/help/description): <span className=""desk-menu-ghost-hint"">{collapsedReason}</span>",DeskMenu,
web/src/desk/components/DeskMenuBar.tsx,89,A1,Raw <button> element (use library Button): <button,DeskMenuBar,
web/src/desk/components/DeskSortableTable.tsx,96,A1,Raw <button> element (use library Button): <button,DeskSortableTable,
web/src/desk/components/DeskSortableTable.tsx,174,A8,"Counter may render zero (count pattern): <th colSpan={columnCount} scope=""colgroup"">{label}</th>",DeskSortableTable,low
web/src/desk/components/DeskStartActions.tsx,16,A1,Raw <button> element (use library Button): <button,DeskStartActions,
web/src/desk/components/DeskStartActions.tsx,23,A1,Raw <button> element (use library Button): <button,DeskStartActions,
web/src/desk/components/DeskToolInspector.tsx,256,A3-prose,"Prose in <p>/<small> element: ""{project.description || ""Project material""}...""",DeskToolInspector,
web/src/desk/components/DeskToolInspector.tsx,274,A1,Raw <button> element (use library Button): <button,DeskToolInspector,
web/src/desk/components/DeskToolInspector.tsx,284,A3-prose,"Prose in <p>/<small> element: ""{humanizeWireValue(String(resource.relationship))} · unavailable on this Desk...""",DeskToolInspector,
web/src/desk/components/DeskToolInspector.tsx,293,A1,Raw <button> element (use library Button): <button,DeskToolInspector,
web/src/desk/components/DeskToolInspector.tsx,307,A3-prose,"Prose in <p>/<small> element: ""{target.readiness.available ? ""Ready for model-backed work."" : target.readiness....""",DeskToolInspector,
web/src/desk/components/DeskToolInspector.tsx,329,A1,Raw <button> element (use library Button): <button,DeskToolInspector,
web/src/desk/components/DeskToolInspector.tsx,333,raw-ids,"ID field rendered as text: onClick={() => void createThread({ title: target.model, profile_override: target.model }).then((t) =",DeskToolInspector,medium
web/src/desk/components/DeskToolInspector.tsx,338,A1,Raw <button> element (use library Button): <button,DeskToolInspector,
web/src/desk/components/DeskToolInspector.tsx,387,A1,Raw <button> element (use library Button): <button,DeskToolInspector,
web/src/desk/components/DeskToolInspector.tsx,400,A3-prose,"Prose in <p>/<small> element: ""{integration.enabled ? ""Select one Note or Artifact with text to use this Integr...""",DeskToolInspector,
web/src/desk/components/DeskToolInspector.tsx,459,A1,Raw <button> element (use library Button): <button,DeskToolInspector,
web/src/desk/components/DeskToolInspector.tsx,468,A1,Raw <button> element (use library Button): <button,DeskToolInspector,
web/src/desk/components/DeskToolInspector.tsx,479,A1,Raw <button> element (use library Button): <button,DeskToolInspector,
web/src/desk/components/DeskToolInspector.tsx,497,A3-prose,"Prose in <p>/<small> element: ""Source retained ·{"" ""} {boundSource?.label || ""selected material""}...""",DeskToolInspector,
web/src/desk/components/DeskToolInspector.tsx,503,A1,Raw <button> element (use library Button): <button,DeskToolInspector,
web/src/desk/components/DeskToolInspector.tsx,515,A1,Raw <button> element (use library Button): <button,DeskToolInspector,
web/src/desk/components/DeskToolInspector.tsx,532,A3-prose,"Prose in <p>/<small> element: ""{error} Selected material is retained; retry the action....""",DeskToolInspector,
web/src/desk/components/DeskToolShelf.tsx,406,raw-ids,"ID field rendered as text: run: () => void createThread({ title: model.name, profile_override: model.name }).then((t) => { open",DeskToolShelf,medium
web/src/desk/components/DeskToolShelf.tsx,501,A1,Raw <button> element (use library Button): <button,DeskToolShelf,
web/src/desk/components/DeskToolShelf.tsx,566,A1,Raw <button> element (use library Button): <button,DeskToolShelf,
web/src/desk/components/DeskWindow.tsx,838,A1,Raw <button> element (use library Button): <button,DeskWindow,
web/src/desk/components/DeskWindow.tsx,846,A1,Raw <button> element (use library Button): <button,DeskWindow,
web/src/desk/components/DeskWindow.tsx,855,A1,Raw <button> element (use library Button): <button,DeskWindow,
web/src/desk/pullouts/DirectoryPullout.tsx,76,A1,Raw <button> element (use library Button): <SurfaceFooter verbs={<> <button,DirectoryPullout,
web/src/desk/surface/patterns/Disclosure.tsx,100,A1,Raw <button> element (use library Button): <button,Disclosure,
web/src/desk/components/window/Dock.tsx,124,A1,Raw <button> element (use library Button): <button,Dock,
web/src/desk/components/window/Dock.tsx,177,A1,Raw <button> element (use library Button): <button,Dock,
web/src/desk/components/window/Dock.tsx,197,A1,Raw <button> element (use library Button): <button,Dock,
web/src/desk/components/window/Dock.tsx,241,A1,Raw <button> element (use library Button): <button,Dock,
web/src/desk/components/window/Dock.tsx,269,A1,Raw <button> element (use library Button): <button,Dock,
web/src/desk/components/window/Dock.tsx,282,A1,Raw <button> element (use library Button): <button,Dock,
web/src/desk/components/window/Dock.tsx,291,A1,Raw <button> element (use library Button): <button,Dock,
web/src/features/project-room/door/DoorCore.tsx,408,B,Raw control element: <input,DoorCore,
web/src/desk/components/EditorAIBar.tsx,63,A8,Counter may render zero (.length without guard): const next = `${from}:${to}:${editorView.state.doc.length}`;,EditorAIBar,medium
web/src/desk/components/EmptyDesk.tsx,38,A1,Raw <button> element (use library Button): <button,EmptyDesk,
web/src/desk/components/EmptyDesk.tsx,48,A1,Raw <button> element (use library Button): <button,EmptyDesk,
web/src/desk/components/window/Expose.tsx,124,A1,Raw <button> element (use library Button): <button,Expose,
web/src/desk/components/FirstWords.tsx,360,A1,Raw <button> element (use library Button): <button,FirstWords,
web/src/desk/components/FirstWords.tsx,408,A3-prose,"Prose in <p>/<small> element: ""Recovered your local draft after relaunch. It remains editable below....""",FirstWords,
web/src/desk/components/FirstWords.tsx,409,A3-sentence,"Sentence in JSX text (>60 chars): ""Recovered your local draft after relaunch. It remains editable below....""",FirstWords,
web/src/desk/components/FirstWords.tsx,458,A1,Raw <button> element (use library Button): <button,FirstWords,
web/src/desk/pullouts/views/FollowThroughView.tsx,250,A1,Raw <button> element (use library Button): <button,FollowThroughView,
web/src/desk/components/GlassDropLayer.tsx,122,A3-prose,"Prose in <p>/<small> element: "".vtt .srt .txt audio · calendar screenshot...""",GlassDropLayer,
web/src/desk/components/GlassDropLayer.tsx,142,A1,Raw <button> element (use library Button): <button,GlassDropLayer,
web/src/desk/components/GlassDropLayer.tsx,151,A1,Raw <button> element (use library Button): <button,GlassDropLayer,
web/src/desk/components/GlassDropLayer.tsx,165,A1,Raw <button> element (use library Button): <button,GlassDropLayer,
web/src/desk/components/GroundingSection.tsx,205,A1,Raw <button> element (use library Button): <button,GroundingSection,
web/src/desk/components/GroundingSection.tsx,225,A1,Raw <button> element (use library Button): <button,GroundingSection,
web/src/desk/components/GroundingSection.tsx,259,A1,Raw <button> element (use library Button): <button,GroundingSection,
web/src/desk/components/GroundingSection.tsx,296,A1,Raw <button> element (use library Button): <button,GroundingSection,
web/src/desk/components/GroundingSection.tsx,350,A1,Raw <button> element (use library Button): <button,GroundingSection,
web/src/pages/cores/history/ImportSection.tsx,80,B,Raw control element: <input,ImportSection,
web/src/desk/components/InfoWindow.tsx,45,A1,Raw <button> element (use library Button): <button,InfoWindow,
web/src/desk/components/InfoWindow.tsx,178,A1,Raw <button> element (use library Button): <button,InfoWindow,
web/src/desk/components/InfoWindow.tsx,198,A1,Raw <button> element (use library Button): <button,InfoWindow,
web/src/desk/components/InfoWindow.tsx,239,A1,Raw <button> element (use library Button): <button,InfoWindow,
web/src/desk/components/InletAutocomplete.tsx,71,A8,"Counter may render zero (.length without guard): detail: d.memberIds.length > 0 ? `${d.memberIds.length} ${d.memberIds.length === 1 ? ""item"" : ""items",InletAutocomplete,medium
web/src/desk/pullouts/IntelligencePullout.tsx,37,A1,Raw <button> element (use library Button): <button,IntelligencePullout,
web/src/desk/components/InterviewPanel.tsx,112,A3-prose,"Prose in <p>/<small> element: ""{fact.basis === ""inferred"" ? ""Inferred"" : ""Your answer""}...""",InterviewPanel,
web/src/desk/components/InterviewPanel.tsx,147,A3-prose,"Prose in <p>/<small> element: ""{ { manual: ""Manual draft"", needs_input: ""Needs input"", needs_connection: ""Needs...""",InterviewPanel,
web/src/desk/pullouts/editors/KbEditor.tsx,1,C,Type-step collapse: only 1 distinct font-size (var(--desk-surface-detail-size)),KbEditor,medium
web/src/desk/pullouts/editors/KbEditor.tsx,107,A1,Raw <button> element (use library Button): <button,KbEditor,
web/src/desk/pullouts/editors/KbEditor.tsx,114,A1,Raw <button> element (use library Button): <button,KbEditor,
web/src/desk/surface/LedgerFilter.tsx,129,A1,Raw <button> element (use library Button): <button,LedgerFilter,
web/src/desk/surface/LedgerFilter.tsx,152,A1,Raw <button> element (use library Button): <button,LedgerFilter,
web/src/pages/cores/LiveCore.tsx,537,A1,Raw <button> element (use library Button): <button,LiveCore,
web/src/pages/cores/LiveCore.tsx,595,A8,Counter may render zero (.length without guard): count={segments.length},LiveCore,medium
web/src/desk/pullouts/MeetingPullout.tsx,76,A8,Counter may render zero (.length without guard): ? `${detail.segments.length} segment${,MeetingPullout,medium
web/src/desk/pullouts/MeetingPullout.tsx,94,A3-prose,"Prose in <p>/<small> element: ""{humanizeWireValue(detail.capture_status)} {detail.capture_failure ? ` · ${human...""",MeetingPullout,
web/src/desk/pullouts/MeetingPullout.tsx,179,A1,Raw <button> element (use library Button): <SurfaceFooter verbs={<> <button,MeetingPullout,
web/src/desk/pullouts/MeetingPullout.tsx,188,A1,Raw <button> element (use library Button): <button,MeetingPullout,
web/src/pages/cores/dictation/Memory.tsx,28,A3-prose,"Prose in <p>/<small> element: ""{[ ""WEEK"", `TAUGHT ${made}`, corrected ? `CORRECTED ${corrected}` : """", nudged ?...""",Memory,
web/src/desk/components/MicButton.tsx,164,A1,Raw <button> element (use library Button): <button,MicButton,
web/src/desk/components/MicButton.tsx,376,A1,Raw <button> element (use library Button): <button,MicButton,
web/src/desk/components/MissionControlConveyor.tsx,80,A1,Raw <button> element (use library Button): <button,MissionControlConveyor,
web/src/desk/components/MissionControlConveyor.tsx,158,A1,Raw <button> element (use library Button): <button,MissionControlConveyor,
web/src/desk/components/MissionControlConveyor.tsx,180,A1,Raw <button> element (use library Button): <button,MissionControlConveyor,
web/src/desk/components/MissionControlConveyor.tsx,470,A1,Raw <button> element (use library Button): <button,MissionControlConveyor,
web/src/desk/components/ModeTabs.tsx,121,A1,Raw <button> element (use library Button): <button,ModeTabs,
web/src/pages/cores/ModelLibraryCore.tsx,383,B,"Raw control element: <input ref={secretRef} type=""password"" autoComplete=""new-password"" aria-label=""Provider key"" />",ModelLibraryCore,
web/src/pages/cores/ModelLibraryCore.tsx,396,B,"Raw control element: <input ref={secretRef} type=""password"" autoComplete=""new-password"" aria-label=""Provider key"" />",ModelLibraryCore,
web/src/pages/cores/ModelLibraryCore.tsx,404,B,"Raw control element: <label className=""model-library-file""><span>Model file</span><input type=""file"" accept="".gguf,.mlx"" ",ModelLibraryCore,
web/src/pages/cores/ModelLibraryCore.tsx,434,B,"Raw control element: <input ref={(element) => { rowRefs.current[row.id] = element; }} type=""radio"" name={groupName} value",ModelLibraryCore,
web/src/desk/pullouts/editors/NoteEditor.tsx,1,C,Type-step collapse: only 1 distinct font-size (var(--desk-surface-detail-size)),NoteEditor,medium
web/src/desk/pullouts/editors/NoteEditor.tsx,112,A1,Raw <button> element (use library Button): <button,NoteEditor,
web/src/desk/pullouts/editors/NoteEditor.tsx,119,A1,Raw <button> element (use library Button): <button,NoteEditor,
web/src/pages/cores/PeopleCore.tsx,267,raw-ids,"ID field rendered as text: {!ordered.length ? <div className=""people-empty-roster"" data-testid=""people-empty-roster"">{projectFi",PeopleCore,medium
web/src/pages/cores/PeopleCore.tsx,466,raw-ids,ID field rendered as text: <SurfaceRows>{brief.agenda_items.map((item) => <SurfaceRow key={item.id} title={item.body} />)}</Sur,PeopleCore,medium
web/src/pages/cores/PeopleCore.tsx,596,raw-ids,"Snake_case literal in rendered text: ""leader_private""",PeopleCore,
web/src/pages/cores/PeopleCore.tsx,605,raw-ids,"ID field rendered as text: <SurfaceSection label=""Projects""><div className=""people-project-link""><CycleGadget label=""Project"" v",PeopleCore,medium
web/src/pages/cores/PeopleCore.tsx,606,raw-ids,"Snake_case literal in rendered text: ""leader_private""",PeopleCore,
web/src/pages/cores/PeopleCore.tsx,606,raw-ids,"Snake_case literal in rendered text: ""shared_intent""",PeopleCore,
web/src/pages/cores/PeopleCore.tsx,606,raw-ids,"ID field rendered as text: <SurfaceSection label=""Grounding notes""><div className=""people-context-add""><StringGadget label=""Top",PeopleCore,medium
web/src/pages/cores/PeopleCore.tsx,697,raw-ids,"ID field rendered as text: <SurfaceSection label=""You owe""><SurfaceRows>{(relationship.commitments ?? []).length ? (relationshi",PeopleCore,medium
web/src/pages/cores/PeopleCore.tsx,698,raw-ids,"ID field rendered as text: <SurfaceSection label=""Open requests""><div className=""people-new""><StringGadget label=""Request"" valu",PeopleCore,medium
web/src/pages/cores/PeopleCore.tsx,734,raw-ids,"Snake_case literal in rendered text: ""shared_intent""",PeopleCore,
web/src/pages/cores/PeopleCore.tsx,734,raw-ids,"Snake_case literal in rendered text: ""leader_private""",PeopleCore,
web/src/pages/cores/PeopleCore.tsx,734,raw-ids,"ID field rendered as text: return <SurfaceSection label=""1:1s""><div className=""people-agenda-add""><PadGadget label=""Agenda item",PeopleCore,medium
web/src/desk/components/PrReceiptsSection.tsx,82,A3-prose,"Prose in <p>/<small> element: ""{source.status === ""live"" ? `OBSERVED ${observedAt}` : source.status === ""stale""...""",PrReceiptsSection,
web/src/desk/components/PrReceiptsSection.tsx,179,raw-ids,ID field rendered as text: {w.result.reason || w.result.error || w.result.operation_id || w.result.artifact_id},PrReceiptsSection,medium
web/src/desk/surface/patterns/ProgressPlan.tsx,19,emoji,"Emoji in JSX text: done: ""✓"",     // check",ProgressPlan,
web/src/desk/surface/patterns/ProgressPlan.tsx,20,emoji,"Emoji in JSX text: failed: ""✗"",   // X mark",ProgressPlan,
web/src/desk/surface/patterns/ProgressPlan.tsx,99,A1,Raw <button> element (use library Button): <button,ProgressPlan,
web/src/features/project-room/ProjectRoomCore.tsx,309,A3-prose,"Prose in <p>/<small> element: ""{room.project.outcomeText || room.project.name}...""",ProjectRoomCore,
web/src/features/project-room/ProjectRoomCore.tsx,775,A3-prose,"Prose in <p>/<small> element: ""Nothing needs you{nextCheck ? ` · next check ${formatTimeShort(nextCheck)}` : """"...""",ProjectRoomCore,
web/src/features/project-room/ProjectRoomCore.tsx,1186,A3-prose,"Prose in <p>/<small> element: ""{readAt ? `Nothing since ${formatTimeShort(readAt)}` : ""Created just now""}...""",ProjectRoomCore,
web/src/features/project-room/ProjectRoomCore.tsx,1201,A3-prose,"Prose in <p>/<small> element: ""{group.source}{group.summary ? ` · ${group.summary}` : """"}...""",ProjectRoomCore,
web/src/features/project-room/ProjectRoomCore.tsx,1649,A3-prose,"Prose in <p>/<small> element: ""GROUNDED ON {groundedCount} OF {receipt.matchedCount}...""",ProjectRoomCore,
web/src/features/project-room/ProjectRoomCore.tsx,1650,A8,Counter may render zero (count pattern): GROUNDED ON {groundedCount} OF {receipt.matchedCount},ProjectRoomCore,low
web/src/features/project-room/ProjectRoomCore.tsx,1658,B,Raw control element: <input // UX-CANON: needs redesign (HS-170-04),ProjectRoomCore,
web/src/features/project-room/ProjectRoomCore.tsx,1821,B,Raw control element: <input // UX-CANON: needs redesign (HS-170-04),ProjectRoomCore,
web/src/features/project-room/ProjectRoomCore.tsx,2059,A8,Counter may render zero (count pattern): <HistoryWing room={ctrl.room} todayCount={historyCounts.todayCount} weekCount={historyCounts.weekCou,ProjectRoomCore,low
web/src/desk/surface/patterns/ProvenanceChip.tsx,22,A1,Raw <button> element (use library Button): <button,ProvenanceChip,
web/src/desk/surface/patterns/ProvenanceChip.tsx,55,A1,Raw <button> element (use library Button): <button,ProvenanceChip,
web/src/desk/components/Pullout.tsx,125,A1,"Raw <button> element (use library Button): return <PulloutFrame o={o} origin={origin} overrideContent={<div className=""desk-pullout-body desk-s",Pullout,
web/src/desk/components/RailsPicker.tsx,117,A8,"Counter may render zero (.length without guard): : picks.length > 0 ? `Rails · ${picks.length}` : ""Ground on the rails""",RailsPicker,medium
web/src/desk/components/RailsPicker.tsx,146,A1,Raw <button> element (use library Button): <button,RailsPicker,
web/src/pages/cores/dictation/Readiness.tsx,105,A3-prose,"Prose in <p>/<small> element: ""{presentValue(warning.message) || readableValue(warning)}...""",Readiness,
web/src/desk/pullouts/editors/RecipeEditor.tsx,104,A1,Raw <button> element (use library Button): <button,RecipeEditor,
web/src/desk/components/RecordOrb.tsx,58,A1,Raw <button> element (use library Button): <button,RecordOrb,
web/src/features/project-room/review/ReviewPosture.tsx,108,B,Raw control element: <input // UX-CANON: needs redesign (HS-170-04),ReviewPosture,
web/src/features/project-room/review/ReviewPosture.tsx,278,B,Raw control element: <input // UX-CANON: needs redesign (HS-170-04),ReviewPosture,
web/src/features/project-room/review/ReviewPosture.tsx,354,A3-prose,"Prose in <p>/<small> element: ""Review accepted{ctrl.acceptedAt ? ` at ${humanTime(ctrl.acceptedAt)}` : """"}...""",ReviewPosture,
web/src/features/project-room/review/ReviewPosture.tsx,595,A8,"Counter may render zero (.length without guard): ? `Proposal ${ctrl.selectedIndex + 1} of ${ctrl.openProposals.length}, ${kindLabel(p.proposalKind)}`",ReviewPosture,medium
web/src/features/project-room/review/ReviewPosture.tsx,600,A8,Counter may render zero (.length without guard): ? `${ctrl.selectedIndex + 1} / ${ctrl.openProposals.length}`,ReviewPosture,medium
web/src/features/project-room/review/ReviewPosture.tsx,645,A8,Counter may render zero (.length without guard): {openInGroup.length},ReviewPosture,medium
web/src/desk/components/ScheduleCreateWindow.tsx,1,C,Type-step collapse: only 1 distinct font-size (var(--font-size-xs)),ScheduleCreateWindow,medium
web/src/desk/components/ScheduleCreateWindow.tsx,160,B,Raw control element: <input,ScheduleCreateWindow,
web/src/desk/components/SessionPullout.tsx,308,A1,Raw <button> element (use library Button): <button,SessionPullout,
web/src/desk/components/SessionPullout.tsx,470,B,Raw control element: <textarea,SessionPullout,
web/src/desk/components/SessionPullout.tsx,581,A1,Raw <button> element (use library Button): <button,SessionPullout,
web/src/desk/components/SessionPullout.tsx,593,A1,Raw <button> element (use library Button): <button,SessionPullout,
web/src/desk/components/SessionPullout.tsx,614,A1,Raw <button> element (use library Button): <button,SessionPullout,
web/src/desk/components/SessionPullout.tsx,635,A1,Raw <button> element (use library Button): <button,SessionPullout,
web/src/desk/components/SessionPullout.tsx,768,A1,Raw <button> element (use library Button): <button,SessionPullout,
web/src/pages/cores/SettingsCore.tsx,1089,A8,Zero fallback rendered (?? 0): value={Number(val(path) ?? 0)},SettingsCore,medium
web/src/pages/cores/SettingsCore.tsx,1131,A8,Zero fallback rendered (?? 0): value={Number(val(path) ?? opts?.min ?? 0)},SettingsCore,medium
web/src/pages/cores/SetupCore.tsx,138,A3-prose,"Prose in <p>/<small> element: ""{resource.data.first_run ? ""Run one dictation to verify"" : ""Ready""}...""",SetupCore,
web/src/desk/components/SpeakerGlyph.tsx,57,A1,Raw <button> element (use library Button): <button,SpeakerGlyph,
web/src/desk/surface/patterns/StateChip.tsx,19,emoji,"Emoji in JSX text: success: ""✓"",    // check",StateChip,
